PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, MCD1
Station name, Mac_Dill_1      
Begin Date, 2001-05-01
End Date, 2007-02-28
Release Date, 2015-06-04
Source file, MCD1.pbo.nam08.pos
Offset from source file, -2.84 mm North, 4.97 mm East, -3.07 mm Vertical
Reference position, 27.8498217138 North Latitude, -82.5323203364 East Longitude, -15.86985 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2004-12-30,-4.96, 6.98, -18.02, 1.57, 1.67, 6.93, repro,
2004-12-31,-2.60, 6.35, -13.73, 1.71, 1.96, 7.48, repro,
2005-01-01,-4.26, 5.77, -14.13, 1.59, 1.7, 7.09, repro,
2005-01-02,-2.74, 6.17, -16.27, 1.71, 1.86, 7.66, repro,
2005-01-03,-3.48, 6.77, -19.29, 1.58, 1.73, 7, repro,
2005-01-04,-2.89, 6.33, -15.60, 1.61, 1.73, 7.07, repro,
2005-01-05,-2.77, 5.68, -14.51, 1.51, 1.63, 6.67, repro,
2005-01-06,-3.95, 5.94, -10.74, 1.53, 1.66, 6.83, repro,
2005-01-07,-2.62, 5.80, -8.01, 1.6, 1.74, 7.19, repro,
2005-01-08,-0.73, 4.95, -13.80, 1.63, 1.71, 7.17, repro,
2005-01-09,-1.79, 5.00, -12.23, 1.58, 1.7, 7.07, repro,
2005-01-10,-0.36, 5.84, -11.35, 1.52, 1.6, 6.61, repro,
2005-01-11,-1.79, 3.48, -10.33, 1.68, 1.78, 7.19, repro,
2005-01-12,-1.40, 4.69, -12.63, 1.58, 1.68, 6.97, repro,
2005-01-13,-1.39, 5.39, -3.35, 1.61, 1.78, 7.32, repro,
2005-01-14,-3.43, 6.38, -9.18, 1.82, 2.1, 8.16, repro,
2005-01-15,-5.81, 7.46, -14.44, 1.42, 1.49, 5.88, repro,
2005-01-16,-4.05, 8.54, -14.65, 1.39, 1.49, 5.94, repro,
2005-01-17,-3.60, 7.68, -24.31, 1.28, 1.4, 5.51, repro,
2005-01-18,-2.07, 6.71, -22.53, 1.24, 1.37, 5.44, repro,
2005-01-19,-2.13, 6.80, -17.43, 1.53, 1.73, 6.83, repro,
2005-01-20,-4.40, 6.58, -14.75, 1.45, 1.5, 6.14, repro,
2005-01-21,-4.33, 5.08, -10.56, 1.38, 1.43, 5.83, repro,
2005-01-22,-4.12, 6.06, -10.89, 1.39, 1.44, 5.92, repro,
2005-01-23,-4.62, 8.15, -10.15, 1.65, 1.67, 7.05, repro,
2005-01-24,-3.84, 8.28, -10.47, 1.51, 1.61, 6.55, repro,
2005-01-25,-3.02, 7.97, -3.44, 1.63, 1.84, 7.24, repro,
2005-01-26,-3.06, 6.27, -4.06, 1.54, 1.67, 6.64, repro,
2005-01-27,-1.62, 5.09, -4.74, 1.54, 1.67, 6.82, repro,
2005-01-28,-3.01, 5.68, -8.99, 1.57, 1.64, 6.97, repro,
2005-01-29,-1.10, 5.51, -14.16, 1.57, 1.68, 7.01, repro,
2005-01-30,-0.50, 5.55, -15.57, 1.58, 1.68, 7.16, repro,
2005-01-31,-0.71, 5.27, -7.01, 1.44, 1.52, 6.45, repro,
2005-02-01,-2.10, 4.41, -14.12, 1.45, 1.52, 6.47, repro,
2005-02-02,-1.38, 5.48, -8.56, 1.47, 1.56, 6.65, repro,
2005-02-03,-1.13, 6.55, -6.76, 1.47, 1.58, 6.63, repro,
2005-02-04,-3.89, 6.22, -11.38, 1.57, 1.64, 7.17, repro,
2005-02-05,-3.37, 6.04, -9.84, 1.37, 1.45, 6.16, repro,
2005-02-06,-3.19, 5.00, -14.74, 1.48, 1.55, 6.54, repro,
2005-02-07,-3.00, 5.32, -10.93, 1.52, 1.64, 6.81, repro,
2005-02-08,-3.38, 5.79, -17.09, 1.54, 1.59, 6.87, repro,
2005-02-09,-1.62, 5.16, -13.27, 1.52, 1.61, 6.87, repro,
2005-02-10,-3.12, 7.46, -11.61, 1.66, 1.74, 7.48, repro,
2005-02-11,-5.91, 9.09, -4.70, 1.48, 1.62, 6.67, repro,
2005-02-12,-4.61, 7.69, -7.00, 1.45, 1.59, 6.51, repro,
2005-02-13,-4.34, 6.23, -9.66, 1.49, 1.58, 6.66, repro,
2005-02-14,-2.35, 6.11, -14.00, 1.58, 1.69, 7.18, repro,
2005-02-15,-1.32, 5.70, -10.89, 1.5, 1.63, 6.74, repro,
2005-02-16,-1.92, 6.63, -5.62, 1.49, 1.58, 6.64, repro,
2005-02-17,-1.95, 7.63, -6.50, 1.55, 1.66, 6.92, repro,
2005-02-18,-2.08, 6.38, -12.16, 1.48, 1.59, 6.63, repro,
2005-02-19,-1.89, 5.40, -14.36, 1.47, 1.57, 6.64, repro,
2005-02-20,-2.51, 5.15, -14.83, 1.47, 1.61, 6.64, repro,
2005-02-21,-1.07, 5.06, -7.79, 1.57, 1.71, 7.13, repro,
2005-02-22,-2.63, 7.46, -7.88, 1.68, 1.81, 7.6, repro,
2005-02-23,-2.67, 5.59, -3.59, 1.53, 1.67, 6.91, repro,
2005-02-24,-3.28, 5.83, -13.56, 1.7, 1.83, 7.64, repro,
2005-02-25,-3.21, 6.73, -8.25, 1.77, 1.91, 8.13, repro,
2005-02-26,-3.76, 6.13, -12.50, 1.46, 1.58, 6.53, repro,
2005-02-27,-3.11, 6.06, -9.16, 1.86, 1.99, 8.5, repro,
2005-02-28,-1.45, 7.07, -2.75, 1.64, 1.8, 7.48, repro,
2005-03-01,-4.25, 7.76, -6.65, 1.6, 1.76, 7.22, repro,
2005-03-02,-3.94, 9.10, -7.15, 1.6, 1.83, 7.2, repro,
2005-03-03,-5.47, 7.88, -10.65, 1.52, 1.64, 6.62, repro,
2005-03-04,-2.66, 7.11, -7.50, 1.54, 1.64, 6.68, repro,
2005-03-05,-2.71, 6.38, -9.02, 1.54, 1.69, 6.82, repro,
2005-03-06,-1.80, 7.69, -8.38, 1.61, 1.76, 7.13, repro,
2005-03-07,-2.27, 7.64, -9.41, 1.61, 1.75, 7.14, repro,
2005-03-08,-4.88, 8.26, -6.75, 1.93, 2.05, 8.71, repro,
2005-03-09,-5.81, 9.05, -8.04, 1.65, 1.74, 7.22, repro,
2005-03-10,-2.76, 7.86, 1.49, 1.56, 1.7, 6.87, repro,
2005-03-11,-2.50, 6.26, -2.21, 1.55, 1.68, 6.84, repro,
2005-03-12,-3.16, 7.94, 3.56, 1.7, 1.84, 7.6, repro,
2005-03-13,-3.03, 7.17, 1.55, 1.6, 1.74, 7.01, repro,
2005-03-14,-1.68, 5.85, 0.80, 1.86, 1.98, 8.42, repro,
2005-03-15,-4.26, 7.64, -4.51, 1.72, 1.92, 7.69, repro,
2005-03-16,-2.50, 6.14, -6.31, 1.84, 1.93, 8.15, repro,
2005-03-17,-3.78, 7.91, -6.12, 1.84, 1.95, 8.28, repro,
2005-03-18,-3.79, 7.87, -0.40, 1.51, 1.61, 6.75, repro,
2005-03-19,-3.10, 7.99, -9.83, 1.44, 1.55, 6.43, repro,
2005-03-20,-3.01, 7.67, -7.46, 1.47, 1.58, 6.57, repro,
2005-03-21,-3.48, 7.25, -6.58, 1.67, 1.78, 7.51, repro,
2005-03-22,-2.91, 5.72, -6.62, 1.66, 1.79, 7.44, repro,
2005-03-23,-1.86, 4.32, -6.94, 1.95, 2.08, 8.87, repro,
2005-03-24,-2.27, 7.61, -10.16, 1.73, 1.85, 7.64, repro,
2005-03-25,-3.53, 6.99, -9.58, 1.79, 1.91, 7.96, repro,
2005-03-26,-2.36, 7.67, -23.31, 3.21, 3.49, 14.99, repro,
2005-03-29,-5.45, 7.84, -0.26, 1.49, 1.61, 6.69, repro,
2005-03-30,-4.35, 8.01, -6.39, 1.55, 1.67, 6.83, repro,
2005-03-31,-3.98, 8.21, -9.62, 1.82, 1.92, 8.15, repro,
2005-04-01,-4.11, 8.10, -10.55, 1.84, 1.96, 8.19, repro,
2005-04-02,-5.78, 10.25, -5.42, 1.96, 2.06, 8.97, repro,
2005-04-03,-6.71, 10.18, -3.87, 1.43, 1.56, 6.49, repro,
2005-04-04,-6.43, 10.92, 2.19, 1.56, 1.77, 6.87, repro,
2005-04-05,-3.73, 7.36, -5.95, 1.48, 1.65, 6.62, repro,
2005-04-06,-3.41, 7.32, -4.77, 1.58, 1.8, 7.07, repro,
2005-04-07,-0.40, 5.31, -10.61, 1.89, 2.05, 8.58, repro,
2005-04-08,-2.14, 6.96, -4.26, 1.79, 1.94, 8.11, repro,
2005-04-09,-3.49, 8.93, -1.23, 1.52, 1.66, 6.64, repro,
2005-04-10,-1.94, 8.01, -3.98, 1.44, 1.6, 6.42, repro,
2005-04-11,-3.39, 8.41, 1.16, 1.53, 1.67, 6.76, repro,
2005-04-12,-3.22, 6.86, -1.95, 1.68, 1.85, 7.51, repro,
2005-04-13,-2.56, 7.08, 1.96, 2.25, 2.37, 9.89, repro,
2005-04-14,-4.33, 8.02, -12.88, 1.89, 2.06, 8.32, repro,
2005-04-15,-5.47, 9.94, -6.22, 1.52, 1.67, 6.66, repro,
2005-04-16,-4.45, 9.11, -4.78, 1.56, 1.68, 6.8, repro,
2005-04-17,-4.58, 7.54, -4.76, 1.5, 1.62, 6.55, repro,
2005-04-18,-4.70, 8.75, -6.10, 1.51, 1.63, 6.59, repro,
2005-04-19,-3.34, 8.37, -2.65, 1.59, 1.71, 6.91, repro,
2005-04-20,-5.91, 8.39, -1.22, 1.67, 1.8, 7.32, repro,
2005-04-21,-3.31, 9.37, 3.05, 1.66, 1.83, 7.34, repro,
2005-04-22,-4.86, 7.04, -3.98, 1.6, 1.73, 6.97, repro,
2005-04-23,-3.30, 7.58, 3.49, 1.85, 2.01, 8.32, repro,
2005-04-24,-4.10, 8.03, -4.12, 1.63, 1.73, 7.13, repro,
2005-04-25,-5.22, 7.97, 5.52, 1.48, 1.58, 6.55, repro,
2005-04-26,-4.68, 8.15, -0.92, 1.94, 2.03, 8.69, repro,
2005-04-27,-4.00, 7.98, -5.91, 1.98, 2.06, 8.9, repro,
2005-04-28,-4.05, 7.50, -3.57, 1.51, 1.61, 6.64, repro,
2005-04-29,-3.80, 6.37, 0.90, 1.48, 1.62, 6.53, repro,
2005-04-30,-3.45, 7.44, 0.29, 1.71, 1.83, 7.61, repro,
2005-05-01,-3.12, 6.13, -7.78, 1.91, 2.07, 8.46, repro,
2005-05-02,-2.71, 6.85, -6.93, 1.78, 1.89, 7.9, repro,
2005-05-03,-3.09, 6.19, -1.85, 1.65, 1.75, 7.35, repro,
2005-05-04,-3.01, 6.49, -9.40, 1.85, 1.94, 8.33, repro,
2005-05-05,-3.95, 6.41, -5.33, 1.74, 1.84, 7.86, repro,
2005-05-06,-3.07, 7.76, -7.67, 1.56, 1.64, 6.96, repro,
2005-05-07,-3.02, 5.87, -1.06, 1.45, 1.54, 6.37, repro,
2005-05-08,-3.29, 5.03, 4.55, 1.62, 1.68, 7.07, repro,
2005-05-09,-3.34, 6.99, 1.14, 1.51, 1.6, 6.64, repro,
2005-05-10,-2.71, 6.64, 0.03, 1.59, 1.73, 7.01, repro,
2005-05-11,-3.73, 6.02, -2.66, 3.07, 3.24, 10.81, repro,
2005-05-12,-3.77, 6.58, -0.03, 1.56, 1.69, 6.98, repro,
2005-05-13,-2.92, 7.13, 0.45, 1.54, 1.67, 6.85, repro,
2005-05-14,-2.94, 6.82, -2.34, 1.55, 1.64, 6.86, repro,
2005-05-15,-2.30, 7.13, -4.50, 2.15, 2.23, 9.56, repro,
2005-05-16,-3.63, 4.56, -3.17, 1.87, 1.98, 8.41, repro,
2005-05-17,-2.90, 8.37, 9.23, 1.86, 2, 8.38, repro,
2005-05-18,-3.32, 6.58, 6.15, 1.66, 1.81, 7.5, repro,
2005-05-19,-4.49, 6.49, -2.67, 1.6, 1.72, 7.16, repro,
2005-05-20,-2.85, 5.51, 4.21, 1.82, 1.92, 8.23, repro,
2005-05-21,-4.73, 6.25, 4.56, 1.83, 1.93, 8.2, repro,
2005-05-22,-3.86, 6.68, 4.32, 1.72, 1.81, 7.72, repro,
2005-05-23,-5.03, 6.21, 6.75, 1.71, 1.85, 7.66, repro,
2005-05-24,-3.43, 7.07, 5.04, 1.55, 1.66, 6.91, repro,
2005-05-25,-4.08, 6.52, 18.59, 1.84, 1.99, 8.36, repro,
2005-05-26,-4.52, 6.27, 7.37, 1.64, 1.74, 7.39, repro,
2005-05-27,-5.22, 6.59, 6.70, 1.72, 1.83, 7.71, repro,
2005-05-28,-3.02, 8.55, 3.46, 1.68, 1.81, 7.52, repro,
2005-05-29,-2.83, 8.05, 9.70, 1.75, 1.88, 8.06, repro,
2005-05-30,-3.07, 6.94, 5.48, 1.58, 1.7, 7.09, repro,
2005-05-31,-3.49, 7.90, 3.71, 1.87, 2.07, 8.49, repro,
2005-06-01,-3.91, 5.22, 10.78, 2, 2.07, 9.07, repro,
2005-06-02,-1.38, 8.31, -9.39, 2.14, 2.21, 9.51, repro,
2005-06-03,-2.55, 6.50, 7.97, 1.67, 1.82, 7.53, repro,
2005-06-04,-2.67, 5.30, 0.70, 1.73, 1.83, 7.75, repro,
2005-06-05,-2.31, 6.75, 7.06, 1.73, 1.86, 7.78, repro,
2005-06-06,-1.85, 8.87, 3.98, 1.65, 1.78, 7.32, repro,
2005-06-07,-3.53, 7.75, -0.76, 1.95, 2.08, 8.74, repro,
2005-06-08,-1.86, 7.14, -0.19, 1.97, 2.16, 8.87, repro,
2005-06-09,-4.87, 5.41, -12.20, 2.03, 2.14, 9.04, repro,
2005-06-10,-2.76, 5.91, -4.05, 1.79, 1.91, 8.06, repro,
2005-06-11,0.25, 4.71, 2.15, 2.06, 2.16, 9.35, repro,
2005-06-12,-0.50, 6.89, 12.77, 2.01, 2.14, 9.05, repro,
2005-06-13,-3.73, 7.74, 7.46, 1.7, 1.83, 7.57, repro,
2005-06-14,-3.36, 9.45, -2.41, 2.11, 2.19, 9.53, repro,
2005-06-15,-4.91, 5.99, 5.26, 1.95, 2.02, 8.64, repro,
2005-06-16,-3.04, 10.79, 4.92, 1.94, 2.18, 8.68, repro,
2005-06-17,-2.89, 8.47, 7.29, 1.84, 1.95, 8.02, repro,
2005-06-18,-1.66, 6.18, 13.14, 1.96, 2.05, 8.79, repro,
2005-06-19,-2.88, 8.09, 5.67, 1.83, 1.92, 8.18, repro,
2005-06-20,-5.82, 6.10, -15.49, 2.12, 2.28, 9.37, repro,
2005-06-21,-0.75, 5.87, -4.14, 1.89, 1.97, 8.52, repro,
2005-06-22,-1.33, 8.72, -2.33, 1.86, 1.97, 8.33, repro,
2005-06-23,-2.15, 4.05, -1.90, 1.91, 2.04, 8.6, repro,
2005-06-24,-2.44, 6.01, 0.90, 1.93, 2.01, 8.61, repro,
2005-06-25,-3.92, 8.34, -0.31, 1.56, 1.67, 6.89, repro,
2005-06-26,-3.31, 7.68, -7.39, 1.75, 1.89, 7.73, repro,
2005-06-27,-1.11, 7.29, 1.82, 1.9, 2.11, 8.52, repro,
2005-06-28,-4.76, 9.13, 7.94, 1.82, 1.95, 8.01, repro,
2005-06-29,-1.02, 6.14, -1.10, 1.66, 1.74, 7.24, repro,
2005-06-30,-1.40, 6.42, 8.62, 2.09, 2.17, 9.32, repro,
2005-07-01,-4.91, 7.46, 2.98, 1.49, 1.59, 6.51, repro,
2005-07-02,-2.45, 7.83, -3.64, 2.01, 2.05, 8.97, repro,
2005-07-03,-2.62, 10.15, -12.43, 1.86, 1.9, 8.36, repro,
2005-07-04,-0.66, 3.75, -9.39, 1.58, 1.68, 7, repro,
2005-07-05,-2.63, 6.26, -7.32, 1.83, 1.91, 8.19, repro,
2005-07-06,-2.02, 6.92, -3.60, 1.43, 1.55, 6.15, repro,
2005-07-07,-4.78, 4.85, -6.75, 1.74, 1.87, 7.72, repro,
2005-07-08,-3.62, 7.53, -3.05, 2.01, 2.13, 8.75, repro,
2005-07-09,-0.43, 6.64, -1.57, 1.9, 2.01, 8.46, repro,
2005-07-10,-0.49, 3.11, 3.58, 1.55, 1.65, 6.76, repro,
2005-07-11,-0.42, 6.22, -3.23, 1.73, 1.86, 7.73, repro,
2005-07-12,-1.73, 6.81, -4.22, 1.76, 1.89, 7.9, repro,
2005-07-13,-1.95, 5.23, -2.79, 1.99, 2.13, 8.76, repro,
2005-07-21,-3.18, 13.14, 0.10, 3.45, 3.46, 15.92, repro,
2005-07-22,-4.53, 9.65, 2.75, 2.2, 2.33, 9.75, repro,
2005-07-23,-1.61, 6.31, -6.09, 1.95, 2, 8.7, repro,
2005-07-24,-2.78, 7.47, -15.54, 2.09, 2.2, 9.37, repro,
2005-07-25,-2.32, 4.48, -8.78, 2.14, 2.25, 9.55, repro,
2005-07-26,-5.87, 4.66, -4.32, 2.08, 2.17, 9.42, repro,
2005-07-27,-1.48, 6.35, -6.38, 2.15, 2.3, 9.52, repro,
2005-07-28,-5.36, 8.76, -10.81, 2.16, 2.38, 9.68, repro,
2005-07-29,-2.92, 4.82, -5.07, 2.11, 2.2, 9.59, repro,
2005-07-30,-3.53, 5.58, -12.45, 2.05, 2.17, 9.4, repro,
2005-07-31,-1.28, 5.68, -14.58, 1.92, 2.03, 8.71, repro,
2005-08-01,-0.68, 4.52, -4.64, 1.81, 2.07, 8.05, repro,
2005-08-02,-1.35, 6.51, -0.92, 2.07, 2.22, 9.11, repro,
2005-08-03,-2.75, 6.99, -7.75, 1.78, 1.87, 7.97, repro,
2005-08-04,-3.16, 7.87, -5.30, 1.62, 1.72, 7.16, repro,
2005-08-05,-4.57, 11.62, -28.70, 1.95, 2.07, 8.7, repro,
2005-08-06,-4.03, 5.74, -6.08, 2.1, 2.34, 9.55, repro,
2005-08-07,-3.08, 5.69, -6.61, 2.02, 2.19, 8.97, repro,
2005-08-08,-5.07, 5.35, -13.26, 1.9, 2.02, 8.56, repro,
2005-08-09,-3.74, 4.53, -8.39, 2.13, 2.28, 9.65, repro,
2005-08-10,-2.22, 7.31, -4.05, 1.98, 2.08, 8.92, repro,
2005-08-11,-1.26, 6.12, -9.50, 1.9, 1.95, 8.57, repro,
2005-08-12,-2.05, 5.58, -5.66, 1.87, 1.94, 8.51, repro,
2005-08-13,-0.57, 5.89, -12.70, 2.03, 2.09, 9.29, repro,
2005-08-14,-1.85, 2.05, -4.15, 1.92, 2.02, 8.66, repro,
2005-08-15,-2.38, 5.69, -6.45, 1.88, 2.04, 8.48, repro,
2005-08-16,-1.39, 5.20, -0.35, 1.87, 1.97, 8.28, repro,
2005-08-17,-1.75, -6.54, 7.69, 2.81, 3.04, 13.14, repro,
2005-08-18,-8.13, 5.61, -5.87, 2.12, 2.21, 9.63, repro,
2005-08-19,-4.86, 3.91, -5.18, 2.16, 2.26, 9.68, repro,
2005-08-20,-1.00, 3.52, -9.55, 2.12, 2.24, 9.51, repro,
2005-08-21,-2.98, 3.96, -4.67, 1.89, 1.99, 8.31, repro,
2005-08-22,-2.87, 7.59, -0.68, 2.11, 2.36, 9.43, repro,
2005-08-23,0.76, 0.99, -10.12, 2.15, 2.19, 9.4, repro,
2005-08-24,-0.45, 4.08, -9.85, 1.9, 2.03, 8.42, repro,
2005-08-25,-3.28, 5.54, -0.91, 1.93, 1.99, 8.61, repro,
2005-08-26,-2.27, 6.07, -11.00, 1.94, 1.99, 8.74, repro,
2005-08-27,-1.55, 5.31, -6.69, 2.13, 2.35, 9.83, repro,
2005-08-28,-1.27, 4.68, -8.94, 1.87, 2.02, 8.45, repro,
2005-08-29,-1.28, 3.68, -4.44, 1.75, 1.87, 7.79, repro,
2005-08-30,-0.68, 4.75, -1.43, 1.76, 1.85, 7.91, repro,
2005-08-31,0.32, 5.54, -3.88, 1.92, 1.96, 8.48, repro,
2005-09-01,-3.57, 5.88, -1.79, 1.9, 1.98, 8.4, repro,
2005-09-02,-2.48, 4.68, -3.29, 1.74, 1.83, 7.81, repro,
2005-09-03,-2.04, 4.03, -7.13, 2.12, 2.15, 9.21, repro,
2005-09-04,-0.77, 3.72, -2.54, 1.96, 2.05, 8.68, repro,
2005-09-05,-2.43, 3.35, -5.16, 1.94, 1.95, 8.51, repro,
2005-09-06,-3.05, 4.61, 0.35, 1.98, 2.12, 8.93, repro,
2005-09-07,-2.57, 6.19, -8.56, 1.74, 1.8, 7.73, repro,
2005-09-08,-4.25, 6.16, -6.38, 1.82, 1.91, 8.19, repro,
2005-09-09,-3.08, 5.65, -5.41, 2.04, 2.12, 9.21, repro,
2005-09-10,-2.01, 4.83, -5.02, 1.87, 1.98, 8.19, repro,
2005-09-11,-2.15, 4.89, -2.79, 1.67, 1.76, 7.33, repro,
2005-09-12,-1.88, 5.45, -5.28, 1.64, 1.73, 7.28, repro,
2005-09-13,-0.68, 8.21, -10.64, 1.96, 2.02, 8.74, repro,
2005-09-14,0.41, 7.40, -14.99, 2.11, 2.17, 9.41, repro,
2005-09-15,-2.63, 4.80, -7.96, 1.78, 1.92, 7.97, repro,
2005-09-16,-0.92, 4.90, -9.96, 1.73, 1.84, 7.72, repro,
2005-09-17,-3.90, 6.65, -8.46, 1.77, 1.85, 7.91, repro,
2005-09-18,-2.21, 4.57, -0.78, 1.84, 1.91, 8.16, repro,
2005-09-19,-2.92, 5.79, -6.47, 1.78, 1.91, 7.79, repro,
2005-09-20,-1.21, 5.41, -5.44, 2.06, 2.23, 9.48, repro,
2005-09-21,-2.14, 4.33, -4.45, 1.99, 2.16, 8.88, repro,
2005-09-22,-3.89, 5.16, -8.09, 1.85, 2.04, 8.21, repro,
2005-09-23,-5.82, 5.16, -0.81, 2.32, 2.49, 10.13, repro,
2005-09-24,-3.72, 7.75, -8.18, 1.92, 1.98, 8.63, repro,
2005-09-25,-1.83, 5.21, -1.31, 1.81, 1.93, 8.05, repro,
2005-09-26,-3.93, 4.89, -7.39, 1.79, 1.88, 7.92, repro,
2005-09-27,0.82, 5.07, -6.71, 1.76, 1.84, 7.91, repro,
2005-09-28,-4.60, 5.27, -2.69, 2.06, 2.22, 9.26, repro,
2005-09-29,0.52, 6.56, -8.23, 1.77, 1.86, 8.04, repro,
2005-09-30,-1.04, 5.61, -5.62, 1.71, 1.8, 7.66, repro,
2005-10-01,-3.00, 6.26, 1.83, 1.78, 1.88, 7.97, repro,
2005-10-02,-1.77, 2.89, -6.99, 1.94, 2.08, 8.84, repro,
2005-10-03,-1.97, 4.62, -3.69, 1.79, 1.87, 8.03, repro,
2005-10-04,-2.75, 4.81, -1.66, 1.92, 2.02, 8.63, repro,
2005-10-05,-5.99, 7.33, 6.62, 1.7, 1.83, 7.48, repro,
2005-10-06,-3.55, 6.26, 6.50, 1.79, 1.89, 7.9, repro,
2005-10-07,-2.29, 6.18, 0.36, 1.85, 1.94, 8.23, repro,
2005-10-08,-2.53, 4.92, 0.19, 2.14, 2.22, 9.6, repro,
2005-10-09,-3.32, 6.44, -0.82, 1.75, 1.85, 7.84, repro,
2005-10-10,-4.86, 5.10, 9.92, 1.72, 1.8, 7.5, repro,
2005-10-11,-3.19, 6.97, 7.79, 1.63, 1.68, 7.22, repro,
2005-10-12,-4.28, 6.86, 5.18, 1.66, 1.75, 7.37, repro,
2005-10-13,-3.49, 6.51, 1.83, 1.78, 1.82, 7.94, repro,
2005-10-14,-3.51, 7.50, 7.96, 1.62, 1.72, 7.25, repro,
2005-10-15,-2.71, 7.19, 4.87, 1.57, 1.67, 6.95, repro,
2005-10-16,-3.20, 6.66, 5.01, 1.54, 1.65, 6.87, repro,
2005-10-17,-2.50, 7.01, 4.44, 1.5, 1.6, 6.69, repro,
2005-10-18,-3.40, 7.20, 4.06, 1.55, 1.64, 6.92, repro,
2005-10-19,-4.49, 5.64, -2.69, 1.82, 1.93, 8.08, repro,
2005-10-20,-2.14, 5.81, 10.60, 1.86, 1.97, 8.09, repro,
2005-10-21,-6.36, 5.04, -9.17, 1.87, 1.92, 8.35, repro,
2005-10-22,-3.84, 5.72, 4.52, 1.63, 1.73, 7.39, repro,
2005-10-23,-4.60, 4.91, 7.13, 1.84, 2, 8.21, repro,
2005-10-24,-8.53, 6.47, 5.26, 1.97, 2.06, 8.85, repro,
2005-10-25,-6.37, 10.56, 4.60, 1.55, 1.74, 6.85, repro,
2005-10-26,-5.52, 9.28, 5.73, 1.49, 1.59, 6.64, repro,
2005-10-27,-4.45, 8.27, -1.03, 1.47, 1.56, 6.47, repro,
2005-10-28,-4.22, 6.69, -3.51, 1.53, 1.62, 6.76, repro,
2005-10-29,-4.86, 7.01, -3.10, 1.45, 1.55, 6.4, repro,
2005-10-30,-4.64, 6.44, -3.22, 1.52, 1.59, 6.66, repro,
2005-10-31,-4.31, 6.97, -4.61, 1.61, 1.69, 7.03, repro,
2005-11-01,-5.26, 6.40, -5.92, 1.95, 2.07, 8.59, repro,
2005-11-02,-4.21, 7.77, 1.30, 1.84, 1.97, 8.15, repro,
2005-11-03,-2.82, 7.79, 1.29, 1.56, 1.68, 6.83, repro,
2005-11-04,-1.53, 6.85, 5.23, 1.52, 1.64, 6.59, repro,
2005-11-05,-1.97, 7.19, 1.68, 1.62, 1.77, 7.06, repro,
2005-11-06,-2.71, 5.42, -1.17, 1.63, 1.75, 7.12, repro,
2005-11-07,-3.27, 7.03, -0.42, 1.59, 1.73, 6.97, repro,
2005-11-08,-3.02, 6.54, -3.15, 1.6, 1.72, 6.98, repro,
2005-11-09,-2.05, 6.79, 4.30, 1.61, 1.73, 7.08, repro,
2005-11-10,-2.13, 6.67, -4.42, 1.65, 1.74, 7.15, repro,
2005-11-11,-2.16, 7.57, 1.74, 1.62, 1.73, 7.13, repro,
2005-11-12,-2.18, 6.64, 1.12, 1.52, 1.62, 6.66, repro,
2005-11-13,-3.64, 7.14, -13.19, 1.51, 1.59, 6.61, repro,
2005-11-14,-2.79, 8.08, -1.60, 1.58, 1.7, 7.05, repro,
2005-11-15,-3.71, 6.03, -7.12, 1.67, 1.77, 7.39, repro,
2005-11-16,-3.33, 6.21, -0.84, 1.6, 1.69, 7.14, repro,
2005-11-17,-5.32, 8.78, -5.63, 1.79, 1.88, 7.93, repro,
2005-11-18,-4.17, 6.66, -6.67, 1.54, 1.61, 6.72, repro,
2005-11-19,-3.82, 8.08, -9.88, 1.52, 1.62, 6.77, repro,
2005-11-20,-3.30, 7.77, -0.24, 1.66, 1.81, 7.43, repro,
2005-11-21,-5.06, 9.92, 9.18, 1.92, 2.04, 8.53, repro,
2005-11-22,-7.24, 10.53, -0.38, 1.72, 1.8, 7.56, repro,
2005-11-23,-4.84, 8.16, 5.23, 1.63, 1.67, 7.2, repro,
2005-11-24,-4.08, 8.14, 8.17, 1.61, 1.69, 7.08, repro,
2005-11-25,-2.59, 6.84, 5.71, 1.72, 1.8, 7.72, repro,
2005-11-26,-1.90, 7.91, 0.49, 1.6, 1.67, 7.03, repro,
2005-11-27,-2.91, 7.44, 4.32, 1.63, 1.69, 7.25, repro,
2005-11-28,-1.21, 4.62, 5.99, 2, 2.17, 9.14, repro,
2005-11-29,-1.97, 6.85, 7.55, 1.98, 2.04, 8.85, repro,
2005-11-30,-0.49, 5.64, -4.05, 1.56, 1.61, 6.9, repro,
2005-12-01,-0.83, 6.54, -4.52, 1.52, 1.56, 6.66, repro,
2005-12-02,-0.43, 6.60, -10.85, 1.54, 1.58, 6.74, repro,
2005-12-03,0.37, 6.47, -6.61, 1.53, 1.58, 6.69, repro,
2005-12-04,-1.01, 6.89, -6.25, 1.53, 1.61, 6.7, repro,
2005-12-05,-3.62, 6.40, -7.35, 1.65, 1.74, 7.32, repro,
2005-12-06,-4.80, 7.63, 2.30, 1.78, 1.9, 7.95, repro,
2005-12-07,-4.69, 6.46, -7.67, 1.63, 1.71, 7.22, repro,
2005-12-08,-3.82, 6.39, -13.10, 1.65, 1.77, 7.32, repro,
